PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
LONG,49727220442018062817331505000960,1,EPC-H8,Add weather compensation controls to heating system.,LOW
SHORT,49727220442018062817331505000960,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
SHORT,49727220442018062817331505000960,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,49727220442018062817331505000960,2,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
LONG,49727220442018062817331505000960,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
LONG,49727220442018062817331505000960,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,49727220442018062817331505000960,5,EPC-R3,Consider installing solar water heating.,LOW
LONG,66871304952018062710100507029193,1,EPC-R3,Consider installing solar water heating.,LOW
LONG,66871304952018062710100507029193,2,EPC-C3,Ductwork leakage is high. Inspect and seal ductwork.,MEDIUM
LONG,66871304952018062710100507029193,3,EPC-R5,Consider installing an air source heat pump.,HIGH
LONG,135230418032018062713502005000793,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,135264070062018062713511200260090,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,135264070062018062713511200260090,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,135264070062018062713511200260090,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,135264070062018062713511200260090,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
SHORT,135198200062018062611245272260242,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,135198200062018062611245272260242,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
MEDIUM,135198200062018062611245272260242,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
MEDIUM,135198200062018062611245272260242,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,135198200062018062611245272260242,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
SHORT,135198200062018062611245272260242,2,EPC-H2,Add time control to heating system.,MEDIUM
MEDIUM,135198200062018062611245272260242,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,135198200062018062611245272260242,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,135198200062018062611245272260242,4,EPC-H6,Add local temperature control to the heating system.,MEDIUM
MEDIUM,135198200062018062611245272260242,5,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,135198200062018062611245272260242,6,EPC-H5,Add local time control to heating system.,MEDIUM
SHORT,126101710802018062616041285000250,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
LONG,126101710802018062616041285000250,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,126101710802018062616041285000250,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,126101710802018062616041285000250,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,126101710802018062616041285000250,3,EPC-R4,Consider installing PV.,LOW
LONG,126101710802018062616041285000250,4,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,126101710802018062616041285000250,5,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,135185513952018062617431400079263,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,135185513952018062617431400079263,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,135212418912018062619080902029658,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,135212418912018062619080902029658,2,EPC-R4,Consider installing PV.,LOW
LONG,135223925252018062609443807039914,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
OTHER,135223925252018062609443807039914,1,USER,Glazing solar control film,MEDIUM
OTHER,135223925252018062609443807039914,2,USER,LED lighting,HIGH
LONG,135223925252018062609443807039914,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
LONG,135223925252018062609443807039914,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,135223925252018062609443807039914,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,64815280502018062617152544010050,1,EPC-R3,Consider installing solar water heating.,LOW
LONG,64815280502018062617152544010050,2,EPC-R4,Consider installing PV.,LOW
LONG,3804010062018062617154250050480,1,EPC-R3,Consider installing solar water heating.,LOW
SHORT,3804010062018062617154250050480,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,3804010062018062617154250050480,2,EPC-R4,Consider installing PV.,LOW
LONG,135212320802018062618522951410960,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
LONG,62516570342018062616592590810940,1,EPC-R3,Consider installing solar water heating.,LOW
LONG,62516570342018062616592590810940,2,EPC-C3,Ductwork leakage is high. Inspect and seal ductwork.,MEDIUM
LONG,62516570342018062616592590810940,3,EPC-R5,Consider installing an air source heat pump.,HIGH
MEDIUM,135204791212018062618095402019600,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
SHORT,135204791212018062618095402019600,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,135204791212018062618095402019600,1,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
LONG,135204791212018062618095402019600,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,135204791212018062618095402019600,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,135204791212018062618095402019600,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,135204791212018062618095402019600,3,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,135204791212018062618095402019600,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
SHORT,135204791212018062618095402019600,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,135204791212018062618095402019600,4,EPC-R4,Consider installing PV.,LOW
LONG,97215880022018062507405284950560,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,97215880022018062507405284950560,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,97215880022018062507405284950560,2,EPC-R3,Consider installing solar water heating.,LOW
LONG,97215880022018062507405284950560,3,EPC-H2,Add time control to heating system.,LOW
LONG,97215880022018062507405284950560,4,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,97215880022018062507405284950560,5,EPC-R4,Consider installing PV.,LOW
MEDIUM,109395928032018062513011920000998,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
OTHER,109395928032018062513011920000998,1,USER,Consider installing PIR motion sensors to all low occupancy areas.,MEDIUM
LONG,109395928032018062513011920000998,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,109395928032018062513011920000998,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
OTHER,109395928032018062513011920000998,2,USER,Consider replacing all lighting for high efficient LED lamps.,HIGH
SHORT,109395928032018062513011920000998,2,EPC-W4,Add time control to HWS secondary circulation.,HIGH
LONG,109395928032018062513011920000998,2,EPC-H8,Add weather compensation controls to heating system.,LOW
SHORT,109395928032018062513011920000998,3,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,109395928032018062513011920000998,3,EPC-H5,Add local time control to heating system.,LOW
SHORT,109395928032018062513011920000998,4,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,109395928032018062513011920000998,4,EPC-C3,Ductwork leakage is high. Inspect and seal ductwork.,MEDIUM
LONG,109395928032018062513011920000998,5,EPC-H3,Consider replacing heating boiler plant with a condensing type.,MEDIUM
LONG,134743780062018062214421599960120,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,HIGH
SHORT,134743780062018062214421599960120,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,135070240242018062215084258330960,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,135070240242018062215084258330960,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
OTHER,135070240242018062215084258330960,1,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,135070240242018062215084258330960,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,135070240242018062215084258330960,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
OTHER,135070240242018062215084258330960,2,EPC-R4,Consider installing PV.,LOW
MEDIUM,135070240242018062215084258330960,3,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
MEDIUM,135070240242018062215084258330960,4,EPC-H5,Add local time control to heating system.,MEDIUM
MEDIUM,135070240242018062215084258330960,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
MEDIUM,135070240242018062215084258330960,6,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
MEDIUM,135070240242018062215084258330960,7,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,135074038232018062215403989000092,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,135074038232018062215403989000092,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,135074038232018062215403989000092,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,135074038232018062215403989000092,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,135074038232018062215403989000092,3,EPC-H5,Add local time control to heating system.,LOW
LONG,135074038232018062215403989000092,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
LONG,135074038232018062215403989000092,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
OTHER,2632080022018062209370030250930,1,USER,"When using air conditioning, consider raising the air conditioning set-point temperatures to 24°C for summer cooling and reduce to 20°C for winter heating. Around 4% saving can be made on running costs for every 1K the temperature is increased during cooling periods. Install guidance notices adjacent to remote controls to advise of recommended control settings.",LOW
OTHER,2632080022018062209370030250930,2,USER,"Consider fitting PIR movement/daylight sensors to lighting in tea room, offices , corridors and other low occupancy areas  to help reduce energy consumption when rooms are unoccupied but lights are left on. Payback period will depend on hours of use, technology utilised and cost.",MEDIUM
OTHER,2632080022018062209370030250930,3,USER,"Consider replacing CFL lamps & T8/T5 PL fittings with LED equivalents where not already fitted. Payback period will depend on hours of use, technology utilised and cost.",MEDIUM
OTHER,2632080022018062209370030250930,4,USER,"Consider adding valve insulation jackets to exposed heating distribution valves within the plant room area where not already fitted, to reduce heat loss through the distribution pipework and reduce boiler operation.",LOW
OTHER,2632080022018062209370030250930,5,USER,"The site roof could be a good location for Solar Photovoltaics (PV), with the introduction of Feed-in Tariffs (FiTs) the payback period for this technology has been reduced making it an attractive environmental solution for commercial buildings.",MEDIUM
OTHER,2632080022018062209370030250930,6,USER,"Consider replacing single glazed windows with modern multi glazed equivalents to latest Building Regulations, where not already fitted.",MEDIUM
OTHER,2632080022018062209370030250930,7,USER,"Investigate building construction and consider improving insulation to walls, floors and roof to latest Building Regulations.",MEDIUM
OTHER,2632080022018062209370030250930,8,USER,Building staff stated that new boilers where in the process of being installed this will only have a positive effect on the EPC rating. When next reviewing hot water boiler consider installing with solar thermal assist technologies.,MEDIUM
MEDIUM,135070100022018062215221223960831,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,135070100022018062215221223960831,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
SHORT,135070100022018062215221223960831,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
LONG,135070100022018062215221223960831,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,135070100022018062215221223960831,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,135070100022018062215221223960831,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,135070100022018062215221223960831,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,135070100022018062215221223960831,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,135070100022018062215221223960831,4,EPC-H5,Add local time control to heating system.,LOW
LONG,134918546952018062220323102089627,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,134918546952018062220323102089627,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,134918546952018062220323102089627,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,134918546952018062220323102089627,4,EPC-R3,Consider installing solar water heating.,LOW
LONG,134918546952018062220323102089627,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,135074180402018062208284120910260,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
LONG,135074180402018062208284120910260,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
OTHER,134608158032018062215025592000295,1,USER,"Consider fitting PIR movement/daylight sensors to lighting in toilet, offices, stairwells, corridors and other low occupancy areas to help reduce energy consumption when rooms are unoccupied but lights are left on. Payback period will depend on hours of use, technology utilised and cost.",MEDIUM
OTHER,134608158032018062215025592000295,2,USER,"Consider replacing CFL lamps & T12/T8/T5 & PL fittings with LED equivalents where not already fitted. Payback period will depend on hours of use, technology utilised and cost.",MEDIUM
OTHER,134608158032018062215025592000295,3,USER,"Consider adding valve insulation jackets to exposed heating distribution valves within the plant room area where not already fitted, to reduce heat loss through the distribution pipework and reduce boiler operation.",LOW
OTHER,134608158032018062215025592000295,4,USER,"Investigate building construction and consider improving insulation to walls, floors and roof to latest Building Regulations.",MEDIUM
OTHER,134608158032018062215025592000295,5,USER,Consider replacing single glazed widows with modern conservation approved multi glazed equivalents to latest Building Regulations.,MEDIUM
LONG,17894970022018062011223193960550,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,17894970022018062011223193960550,2,EPC-R4,Consider installing PV.,LOW
LONG,134961524912018062015371904009444,1,EPC-H6,Add local temperature control to the heating system.,MEDIUM
MEDIUM,134961524912018062015371904009444,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,134961524912018062015371904009444,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,134961524912018062015371904009444,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,134961524912018062015371904009444,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,134961524912018062015371904009444,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,134961524912018062015371904009444,5,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,134986230022018062013030788960580,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
SHORT,134986230022018062013030788960580,1,EPC-W1,Install more efficient water heater.,HIGH
MEDIUM,134986230022018062013030788960580,2,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,134986230022018062013030788960580,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,134986230022018062013030788960580,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,134986230022018062013030788960580,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
LONG,108015338032018062015294611000090,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,108015338032018062015294611000090,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,108015338032018062015294611000090,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,108015338032018062015294611000090,4,EPC-R3,Consider installing solar water heating.,LOW
LONG,108015338032018062015294611000090,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
LONG,134975380502018062016132845510960,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,134975468232018062016182407000395,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,134975568432018062016313057000395,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
OTHER,134980630022018062015490755960563,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,134218080062018061914384486250150,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,134218080062018061914384486250150,1,EPC-R4,Consider installing PV.,LOW
LONG,134218080062018061914384486250150,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
LONG,134218080062018061914384486250150,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,134880119252018061914444502029281,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
LONG,134880119252018061914444502029281,2,EPC-R4,Consider installing PV.,LOW
SHORT,134222011252018061914285407009843,1,EPC-L1,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,MEDIUM
LONG,134222011252018061914285407009843,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,134222011252018061914285407009843,2,EPC-R4,Consider installing PV.,LOW
LONG,134222011252018061914285407009843,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,134205217212018061914340901009215,1,EPC-R4,Consider installing PV.,LOW
SHORT,134205217212018061914340901009215,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,134205217212018061914340901009215,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
LONG,134205217212018061914340901009215,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,134873530642018061908091078920960,1,EPC-W1,Install more efficient water heater.,MEDIUM
LONG,134873530642018061908091078920960,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,134873530642018061908091078920960,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,134873530642018061908091078920960,4,EPC-R3,Consider installing solar water heating.,LOW
LONG,134873530642018061908091078920960,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,121969947912018061806491503009144,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,121969947912018061806491503009144,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
MEDIUM,121969947912018061806491503009144,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,121969947912018061806491503009144,2,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
SHORT,121969947912018061806491503009144,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
LONG,121969947912018061806491503009144,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,75219060102018061814405968200950,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,134775600022018061702082588960224,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,134775600022018061702082588960224,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,134775600022018061702082588960224,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,134775600022018061702082588960224,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,134775600022018061702082588960224,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,134775600022018061702082588960224,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,134775600022018061702082588960224,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,134779828532018061702113526000098,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,134779828532018061702113526000098,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,134779828532018061702113526000098,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,134779828532018061702113526000098,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,134779828532018061702113526000098,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,134779828532018061702113526000098,5,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
SHORT,134779010802018061701554742820960,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,134779010802018061701554742820960,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,134779010802018061701554742820960,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,134779010802018061701554742820960,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,134779010802018061701554742820960,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,134779010802018061701554742820960,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,134779010802018061701554742820960,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
MEDIUM,134775520912018061702044401039248,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,134775520912018061702044401039248,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,134775520912018061702044401039248,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,134775520912018061702044401039248,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,134775520912018061702044401039248,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,134775520912018061702044401039248,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,134775520912018061702044401039248,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,134801630242018061516550283350060,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,134801630242018061516550283350060,2,EPC-R4,Consider installing PV.,LOW
LONG,134808988432018061516504639000592,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,134808988432018061516504639000592,2,EPC-R4,Consider installing PV.,LOW
SHORT,102425049212018061412175001009865,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
LONG,102425049212018061412175001009865,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
MEDIUM,102425049212018061412175001009865,1,EPC-H2,Add time control to heating system.,LOW
LONG,102425049212018061412175001009865,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,102425049212018061412175001009865,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,102425049212018061412175001009865,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
MEDIUM,102425049212018061412175001009865,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,102425049212018061412175001009865,3,EPC-H6,Add local temperature control to the heating system.,LOW
LONG,102425049212018061412175001009865,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,102425049212018061412175001009865,5,EPC-H5,Add local time control to heating system.,LOW
MEDIUM,134732300062018061408141506960291,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,134732300062018061408141506960291,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,134732300062018061408141506960291,1,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
LONG,134732300062018061408141506960291,2,EPC-R4,Consider installing PV.,LOW
MEDIUM,134732300062018061408141506960291,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,134732300062018061408141506960291,3,EPC-H5,Add local time control to heating system.,MEDIUM
MEDIUM,134732300062018061408141506960291,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,81251400022018061411555321040120,1,EPC-R5,Consider installing an air source heat pump.,HIGH
OTHER,81251400022018061411555321040120,1,USER,Consider replacing remaining tungsten and fluorescent lighting with LED,MEDIUM
SHORT,81251400022018061411555321040120,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
SHORT,81251400022018061411555321040120,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,134291340022018061319133346060550,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
SHORT,134291340022018061319133346060550,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,134291340022018061319133346060550,2,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
